product_name,brand,category,rating,price
Park Avenue Solid Cotton Medium Blue Slim Fit Cutaway Collar Full Sleeve Shirt,Unknown,"{'ClothingAccessories': '#5,23,606', 'MensCasualShirts': '#28762'}",4.5,919.0
Om Sai Latest Creation Slub Rayon Stitched Half Sleeve Anarkali Kurtas & Kurtis,OM SAI LATEST CREATION,"{'ClothingAccessories': '#6,21,524', 'WomensKurtasKurtis': '#41239'}",1.0,555.0
ADA Women's Faux Georgette Kurta,Ada,"{'ClothingAccessories': '#89,528', 'WomensKurtasKurtis': '#7041'}",4.1,1190.0
Weavers Villa Women's Viscose Shawls (Black),Weavers Villa,"{'ClothingAccessories': '#1,15,737', 'WomensClothing': '#57195'}",3.8,488.0
People Women's Polka Dot T-Shirt,Unknown,"{'ClothingAccessories': '#4,65,153', 'WomensT_Shirts': '#8295'}",3.6,340.0
Oneliner Men's Cotton Full Sleeve T-Shirts-(OLMPRT08-$P),Oneliner,"{'ClothingAccessories': '#2,64,872', 'MensT_Shirts': '#20923'}",3.6,249.0
Printoctopus Women'S Baby Pink T-Shirts,PrintOctopus,"{'ClothingAccessories': '#41,426', 'WomensT_Shirts': '#612'}",4.0,298.0
Shyam Collection Women's Art Silk Kalamkari And Bhagalpuri Style Saree With Blouse Piece (Sc-Ssc-078-C_Multi-Coloured),Shyam Collection,"{'ClothingAccessories': '#14,69,351', 'WomensSarees': '#116287'}",5.0,0.0
Puma Men's T-Shirt,Unknown,"{'ClothingAccessories': '#5,96,366', 'MensT_Shirts': '#48583', 'MensSportsT_ShirtsJerseys': '#4576'}",4.2,822.0
Cherokee by Unlimited Girls' A-Line Knee Length Dress,Unknown,"{'ClothingAccessories': '#1,29,317', 'GirlsDressesJumpsuits': '#1743'}",3.7,314.0
HUETRAP Men's Om Printed T Shirt,HUETRAP,"{'ClothingAccessories': '#3,64,682', 'MensT_Shirts': '#29140'}",3.5,494.0
Cherry Crumble Unisex's Regular fit Jacket,Cherry Crumble,"{'ClothingAccessories': '#4,42,314', 'BoysJackets': '#1046'}",5.0,2253.0
R Cube Girl's Satin Floor Length Gown Dress,R Cube,"{'ClothingAccessories': '#29,818', 'GirlsDressesJumpsuits': '#415'}",3.7,999.0
Calvin Klein Men's Skinny Fit Stretchable Jeans,Unknown,"{'ClothingAccessories': '#4,97,323', 'MensJeans': '#15041'}",5.0,5410.0
Reebok Men's Round Neck T Shirt,Unknown,"{'ClothingAccessories': '#2,64,834', 'MensSportsT_ShirtsJerseys': '#1882'}",4.7,1211.0
VIMAL JONNEY Multicolor Cotton Blended Trackpants for Boys(Pack of 3)-K1FK2MK5N_03-28,VIMAL JONNEY,"{'ClothingAccessories': '#3,47,541', 'BoysSportsTrousers': '#297'}",5.0,623.0
Kanchnar Women's Khadi Silk Printed Saree with Blouse,Unknown,"{'ClothingAccessories': '#1,60,960', 'WomensSarees': '#9045'}",3.0,299.0
"Axlon Men's Cotton Handkerchief (White, Pack Of 6)",AXLON,"{'ClothingAccessories': '#11,49,681', 'MensAccessories': '#46321'}",5.0,349.0
Ojass Full Sleeve Self Design Men Denim Jacket,OJASS,"{'ClothingAccessories': '#1,51,674', 'MensJackets': '#1755'}",4.7,1199.0
CHRYSOLITE Deadpool Superhero Printed Fan Art Unisex T Shirt in Trending Red Colour,CHRYSOLITE,"{'ClothingAccessories': '#2,72,935', 'MensT_Shirts': '#21477'}",4.0,399.0
US Polo Association Women's Checkered Regular fit Shirt,Unknown,"{'ClothingAccessories': '#9,11,444', 'WomensBlousesShirts': '#15997'}",5.0,899.0
ADA Women's Cotton Combo Set of 2 Slips,Ada,"{'ClothingAccessories': '#600', 'WomensLingerie': '#64'}",3.7,550.0
UNIPLANET STORE Women's Queens are Born September Black T-Shirt-P,UNIPLANET STORE,"{'ClothingAccessories': '#3,76,634', 'MensT_Shirts': '#30199'}",4.7,225.0
MAMOSA Cotton Black and Orange Round Neck Half Sleeve T-Shirt for Mens.,MAMOSA,"{'ClothingAccessories': '#11,40,291', 'MensT_Shirts': '#93123'}",5.0,449.0
Captor Men's Wool Jacket,Captor,"{'ClothingAccessories': '#2,67,458', 'MensJackets': '#3163'}",5.0,0.0
Harpa V-Neck Vertical Stripes Dress,Harpa,"{'ClothingAccessories': '#14,729', 'WomensDresses': '#315'}",3.7,699.0
PRINT STATION Designer Print Swag Jatt Da Printed Tshirt for Men,PRINT STATION,"{'ClothingAccessories': '#6,84,929', 'MensT_Shirts': '#55758'}",4.5,339.0
De Moza Women's Chudidar Leggings,De Moza,"{'ClothingAccessories': '#3,37,209', 'WomensChuridarSalwarBottoms': '#4526'}",2.9,459.0
Capsula Clothing Wolverine Round Neck White Yellow Blue Cotton Tshirt for Men,Capsula Clothing,"{'ClothingAccessories': '#58,282', 'MensT_Shirts': '#3977'}",4.5,499.0
Indigo Women's Straight Kurti,Unknown,"{'ClothingAccessories': '#70,539', 'WomensKurtasKurtis': '#5593'}",3.5,379.0
Van Heusen Men's Formal Trousers,Unknown,"{'ClothingAccessories': '#2,53,678', 'MensFormalTrousers': '#2088'}",4.5,1898.0
"Kashmiri Women's Embroidered Shawl/Stole Wrap (Off White, 28 inch x 80 inch)",Zamour,"{'ClothingAccessories': '#1,99,723', 'WomensClothing': '#95893'}",5.0,999.0
Tommy Hilfiger Women's Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#5,27,550', 'WomensT_Shirts': '#9551'}",5.0,1585.0
D.Looks HUM NAHI SUDHRENGE Printed T Shirt,Generic,"{'ClothingAccessories': '#1,30,563', 'MensT_Shirts': '#9630'}",3.9,190.0
Fashion And Youth Bhartiya Vayu Sena Black -Hoodie | Mens Hoodies Hoodies for Mens Sweatshirt Black Color,Fashion And Youth,"{'ClothingAccessories': '#1,04,781', 'MensSweatshirtsHoodies': '#1695'}",4.3,999.0
New Ethnic 4 You Women's Crepe Straight Kurti,New Ethnic 4 You,"{'ClothingAccessories': '#29,574', 'WomensKurtasKurtis': '#2563'}",3.6,341.0
Bwitch Women's Tankinis,Unknown,"{'ClothingAccessories': '#6,61,048', 'WomensSportswear': '#13072', 'SwimmingSwimwear': '#2972', 'SportsClothing': '#9399'}",1.0,887.0
Puma Men's Sweatshirt,Unknown,"{'ClothingAccessories': '#1,30,092', 'MensSweatshirtsHoodies': '#2131'}",1.0,3100.0
FILMAX® Swimming Costume Lycra T-Shirt for Women Wear (L to 5XL),FILMAX,"{'ClothingAccessories': '#60,056', 'WomensSportswear': '#1510', 'SwimmingSwimwear': '#262', 'SportsClothing': '#920'}",3.4,995.0
Pepe Jeans Men's Floral Regular fit Casual Shirt,Unknown,"{'ClothingAccessories': '#2,72,938', 'MensCasualShirts': '#13450'}",5.0,799.0
GRITSTONES Grey Melange/Black Cotton Printed Vest,GRITSTONES,"{'ClothingAccessories': '#4,20,547', 'MensT_Shirts': '#34038'}",4.0,299.0
"FABZONE Set of 2 Baby Thermal Set of Front Open Top and Lower Pyjama Winter Wear Full Slevees Body Warmer (18-24 Months) Blue,Grey",FABZONE,"{'ClothingAccessories': '#2,61,419', 'BoysThermalUnderwear': '#240'}",5.0,499.0
BIBA Women's Straight Kurta,BIBA,"{'ClothingAccessories': '#79,312', 'WomensKurtasKurtis': '#6330'}",3.4,549.0
Rangmanch By Pantaloons Women's cotton a-line Kurta,Unknown,"{'ClothingAccessories': '#25,345', 'WomensKurtasKurtis': '#2333'}",1.0,514.0
Clickmyprint World's Yoga Day T-Shirt Cotton Half Sleeve Round Neck T-Shirt for Men & Women,Clickmyprint,"{'ClothingAccessories': '#9,09,483', 'MensT_Shirts': '#73730'}",4.0,299.0
Campus Sutra Women's Plain Sweatshirt,Campus Sutra,"{'ClothingAccessories': '#2,22,298', 'WomensSweatshirtsHoodies': '#1489'}",4.1,574.0
Hunny Bunny Girls Self Design Cold Shoulder Knee Length Dress,Hunny Bunny,"{'ClothingAccessories': '#2,76,366', 'GirlsDressesJumpsuits': '#3579'}",3.9,2410.0
Attire Fashion Women's Cotton Embroidered Casual Kurti (Size-S (36) Kurti Length-44 Inch.) Blue,Attire Fashion,"{'ClothingAccessories': '#3,46,629', 'WomensEthnicUnstitchedFabric': '#5711'}",3.8,389.0
Marks & Spencer Synthetic Dress,Unknown,"{'ClothingAccessories': '#3,65,866', 'GirlsDressesJumpsuits': '#4863'}",5.0,2110.0
Classic Polo Striped Men Round Neck Brown T-Shirt,Classic Polo,"{'ClothingAccessories': '#2,31,117', 'MensT_Shirts': '#17928', 'MensPolos': '#4265'}",5.0,350.0
Uniq Barcelona Jersey with Shorts(Mens& Kids),uniq,"{'ClothingAccessories': '#14,468', 'MensSportsT_ShirtsJerseys': '#68'}",2.9,189.0
United Colors of Benetton Boy's Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#40,774', 'BoysT_Shirts': '#573'}",3.0,240.0
Pistaa's Women's Brown Solid Embroidered Kurta with Plus Size's,Pistaa's,"{'ClothingAccessories': '#12,452', 'WomensKurtasKurtis': '#1150'}",4.3,712.0
Aujjessa Women A Line Kurta,Aujjessa,"{'ClothingAccessories': '#3,84,591', 'WomensKurtasKurtis': '#26923'}",3.6,910.0
DJ&C By fbb Women's Top,DJ&C By FBB,"{'ClothingAccessories': '#19,746', 'WomensBlousesShirts': '#198'}",4.7,359.0
KANCHNAR Women's Georgette Floral Print Saree with Blouse Piece,Unknown,"{'ClothingAccessories': '#1,12,707', 'WomensSarees': '#6363'}",3.7,349.0
Arrow Sports Men's Solid Regular Fit T-Shirt,Arrow Sports,"{'ClothingAccessories': '#2,07,938', 'MensT_Shirts': '#15921'}",4.5,719.0
Arrow New York Men's Pleat-Front Formal Trousers,Arrow New York,"{'ClothingAccessories': '#1,32,029', 'MensFormalTrousers': '#937'}",4.3,912.0
United Colors of Benetton Girls' Dress,Unknown,"{'ClothingAccessories': '#2,31,571', 'GirlsDressesJumpsuits': '#3043'}",4.6,826.0
Zacharias Men's Suede Golf Cap Black,Zacharias,"{'ClothingAccessories': '#29,901', 'MensCapsHats': '#357'}",3.9,399.0
Karigari by Unlimited Women's A-Line Kurta,Unknown,"{'ClothingAccessories': '#1,90,984', 'WomensKurtasKurtis': '#14092'}",3.3,324.0
Rani Saahiba Art Silk Saree with Blouse Piece,RANI SAAHIBA,"{'ClothingAccessories': '#65,225', 'WomensSarees': '#3580'}",3.3,449.0
"Younky Unisex Winters Woolen Thermal Wear Top - Bottom Set (Black, Free Size)",Younky,"{'ClothingAccessories': '#1,68,192', 'BoysThermalUnderwear': '#157'}",3.4,425.0
Unique Status 100% Pure Cotton Half Sleeves Round Neck Printed T-Shirt for Men | Desi T-Shirt | Decepticon T-Shirt,Unique Status,"{'ClothingAccessories': '#15,57,399', 'MensT_Shirts': '#129414'}",5.0,599.0
Ab Customs Men's Cotton T-Shirts-Black-(Large),abcustoms,"{'ClothingAccessories': '#19,95,381', 'MensT_Shirts': '#168928'}",5.0,0.0
Arrow Men's Solid Regular Fit Formal Shirt,Unknown,"{'ClothingAccessories': '#5,29,534', 'MensFormalShirts': '#20771'}",1.0,1049.0
Libas Women Kurta,Unknown,"{'ClothingAccessories': '#1,11,865', 'WomensKurtasKurtis': '#8521'}",4.4,514.0
Cloth Theory Boys' Sweatshirt,Unknown,"{'ClothingAccessories': '#3,104', 'BoysSweatshirtsHoodies': '#6'}",3.3,169.0
Peter England Men's Casual Shirt,Unknown,"{'ClothingAccessories': '#6,38,466', 'MensCasualShirts': '#35198'}",5.0,824.0
AnjuShree Choice Women Stitched Pink Printed Cotton Kurti (Summer Collection),AnjuShree Choice,"{'ClothingAccessories': '#2,562', 'WomensKurtasKurtis': '#232'}",4.1,549.0
PINKY PARI RAYON EMBROIDERED ALINE LONG FLARED KURTA,PINKY PARI,"{'ClothingAccessories': '#8,75,879', 'WomensKurtasKurtis': '#57238'}",3.0,899.0
Peter England Men's Sweatshirt,Unknown,"{'ClothingAccessories': '#26,276', 'MensSweatshirtsHoodies': '#399'}",3.9,799.0
Wear Your Opinion WYO Men's Solid Plain Full Sleeve T-Shirt (Black),Wear Your Opinion,"{'ClothingAccessories': '#7,09,873', 'MensT_Shirts': '#57608'}",5.0,521.0
W for Woman Leggingss Bottom,Unknown,"{'ClothingAccessories': '#1,71,261', 'WomensChuridarSalwarBottoms': '#2385'}",3.0,589.0
Indian Terrain Men's Checkered Slim fit Casual Shirt,Indian Terrain,"{'ClothingAccessories': '#6,30,431', 'MensCasualShirts': '#34756'}",5.0,919.0
Pepe Jeans Men's Printed Slim Fit T-Shirt,Unknown,"{'ClothingAccessories': '#4,12,045', 'MensT_Shirts': '#33174'}",5.0,649.0
Batu Lee Worldcraft Strong Hood Cricket Cap for Men and Women/Baseball Cap/Summer Cap/Cricket Cap/Outdoor Cap (Multi Coloured),Batu Lee,"{'ClothingAccessories': '#1,08,198', 'MensCapsHats': '#1149'}",4.0,229.0
GRITSTONES Men's Plain Slim Fit T-Shirt,GRITSTONES,"{'ClothingAccessories': '#3,94,298', 'MensT_Shirts': '#31751'}",3.5,329.0
Om Sai Latest Creation Slub Rayon Stitched Half Sleeve Anarkali Kurtas & Kurtis,OM SAI LATEST CREATION,"{'ClothingAccessories': '#6,21,702', 'WomensKurtasKurtis': '#41220'}",1.0,555.0
BlueGene Women's cotton Silk Saree With Blouse Piece (DoriaCottonVariation),BLUEGENE,"{'ClothingAccessories': '#1,48,997', 'WomensSarees': '#8403'}",3.1,299.0
Amazon Brand - Tavasya Women's A Line Salwar Suit Set,Unknown,"{'ClothingAccessories': '#1,35,923', 'WomensSalwarSuits': '#1446', 'WomensKurtasKurtis': '#10185'}",2.9,859.0
Actimaxx Men's Printed Regular fit T-Shirt,Actimaxx,"{'ClothingAccessories': '#3,39,682', 'MensT_Shirts': '#27016'}",3.7,227.0
Max Women's Regular Fit Top (WI19CCP16_Yellow_XL),Max,"{'ClothingAccessories': '#21,568', 'WomensTops': '#613'}",3.5,249.0
Claura Printed Cotton Nighty Women Cotton Nightdress,Claura,"{'ClothingAccessories': '#7,48,464', 'WomensNightiesNightdresses': '#7882'}",5.0,749.0
"Vector X VTD 006A Round Neck Tee, Men's (Blue)",Vector X,"{'SportsFitnessOutdoors': 'Amazon Bestsellers Rank #10,203'}",3.6,340.0
Khatte Angoor Om Meaning Printed Regular Fit Cotton T Shirt for Men and Women,Khatte Angoor,"{'ClothingAccessories': '#6,64,506', 'MensT_Shirts': '#54060'}",5.0,299.0
Saba Garments Girl's Satin Plate Design Body Party Gown Dress,Saba Garments,"{'ClothingAccessories': '#7,28,555', 'GirlsDressesJumpsuits': '#10058'}",4.0,1499.0
All About Web Series Beer Printed Half Sleeves Cotton T-Shirt (Unisex),All About Web Series,"{'ClothingAccessories': '#14,23,178', 'MensT_Shirts': '#117649'}",5.0,399.0
Ramraj Men's Cotton Dhoti (2555T_Maroon And Green Border_Free Size),Ramraj,"{'ClothingAccessories': '#2,93,871', 'MensDhoties': '#626'}",4.4,923.0
Ruggers by Unlimited Men's T-Shirts,Unknown,"{'ClothingAccessories': '#70,252', 'MensT_Shirts': '#5004'}",3.6,235.0
RODID Women's Cotton Sweatshirt,RODID,"{'ClothingAccessories': '#23,717', 'WomensSweatshirtsHoodies': '#190'}",4.6,569.0
Gentle Men's Club Men's 100% Cotton Copper Blue Round Neck Half Sleeve Solid T-Shirt,Gentle Men's Club,"{'ClothingAccessories': '#11,45,623', 'MensT_Shirts': '#93544'}",5.0,399.0
AD & AV Mens FULLFSLEEVE CHEX Jacket 832_MJKT_FS_CHEKS_Grey_AA,AD & AV,"{'ClothingAccessories': '#2,53,479', 'MensJackets': '#2979'}",5.0,645.0
612 League Girl's Plain Regular fit T-Shirt,Unknown,"{'ClothingAccessories': '#94,999', 'GirlsT_Shirts': '#840'}",4.0,447.0
Soulemo Womens Soft & Premium Poly-Cotton Nighty (Medium Thick Fabric). 758,Soulemo,"{'ClothingAccessories': '#1,53,763', 'WomensNightiesNightdresses': '#1757'}",4.1,1049.0
Pepe Jeans Men's Solid Regular fit Casual Shirt,Unknown,"{'ClothingAccessories': '#4,59,062', 'MensCasualShirts': '#24850'}",2.8,879.0
Peter England Men's Plain Regular Fit Formal Shirt,Unknown,"{'ClothingAccessories': '#3,45,250', 'MensFormalShirts': '#12650'}",4.0,749.0
JUSTANNED Black Solid Leather Jacket,JUSTANNED,"{'ClothingAccessories': '#3,67,971', 'MensJackets': '#4187'}",4.0,0.0
People Men's Plain Regular Fit T-Shirt,Unknown,"{'ClothingAccessories': '#3,18,583', 'MensT_Shirts': '#25239'}",3.7,156.0
Miss Chase Women's Cotton a-line Hooded T-Shirt Dress,Miss Chase,"{'ClothingAccessories': '#1,12,227', 'WomensDresses': '#2507'}",5.0,739.0
Lorke Women's Swimwear Set (DC-2516-BT_Blue & Turquoise_XXXL),Lorke,"{'ClothingAccessories': '#14,28,511', 'WomensSportswear': '#27348', 'SwimmingSwimwear': '#7949', 'SportsClothing': '#22964'}",5.0,1799.0
SOCH Women's Rayon Straight Kurta,Soch,"{'ClothingAccessories': '#8,14,424', 'WomensKurtasKurtis': '#53372'}",3.9,340.0
Campus Sutra Printed Women Round Neck T-Shirts,Campus Sutra,"{'ClothingAccessories': '#13,99,597', 'MensT_Shirts': '#115551'}",5.0,359.0
Dixcy Scott Men's Vest (Pack of 2),Dixcy Scott,"{'ClothingAccessories': '#1,89,436', 'MensUnderwearVests': '#986'}",3.3,200.0
Excalibur by Unlimited Men's Solid Regular Fit Formal Shirt (Pack of 2)(Colors & Print May Vary),Excalibur by Unlimited,"{'ClothingAccessories': '#4,62,567', 'MensFormalShirts': '#17905'}",4.3,749.0
United Colors of Benetton Men's Printed Regular Fit T-Shirt,Unknown,"{'ClothingAccessories': '#67,868', 'MensT_Shirts': '#4803'}",4.3,539.0
"Shree Vardhman Women's Chanderi Straight Unstitched Salwar Suit Dress Material(AYANA04,Sky Blue)",Shree Vardhman,"{'ClothingAccessories': '#15,58,105', 'WomensEthnicUnstitchedFabric': '#54349'}",4.0,879.0
Peter England Men's Printed Slim fit Casual Shirt,Unknown,"{'ClothingAccessories': '#3,67,864', 'MensCasualShirts': '#19363'}",4.2,784.0
W for Woman Women's Synthetic Straight Kurta,Unknown,"{'ClothingAccessories': '#2,40,798', 'WomensKurtasKurtis': '#17545'}",3.9,1799.0
YOUNG TRENDZ Men's Cotton T-Shirt,YOUNG TRENDZ,"{'ClothingAccessories': '#19,34,212', 'MensT_Shirts': '#163625'}",5.0,379.0
"GiniGold Women's Cotton Silk Saree With Blouse Piece (Samudrika-1, Pink, Free Size)",GiniGold,"{'ClothingAccessories': '#4,866', 'WomensSarees': '#340'}",4.0,645.0
Cherokee by Unlimited Men's T-Shirt,Unknown,"{'ClothingAccessories': '#5,03,328', 'MensT_Shirts': '#40803'}",4.0,399.0
US Polo Assn. Girls' Dress,Unknown,"{'ClothingAccessories': '#33,200', 'GirlsDressesJumpsuits': '#489'}",3.3,615.0
Eena Meena Deeka Girls' T-Shirt,Eena Meena Deeka,"{'ClothingAccessories': '#3,57,665', 'GirlsT_Shirts': '#3679'}",5.0,120.0
"Viva Girl's Faux Leather Gorgeous White, Black, Pink Graphic Belt (Free Size)",Viva,"{'ClothingAccessories': '#59,812', 'GirlsBelts': '#25'}",3.7,149.0
Ds Collection Dress Material Dress Material,DS collection,"{'ClothingAccessories': '#4,49,868', 'WomensEthnicUnstitchedFabric': '#8084'}",4.6,1549.0
BlackBuck Round Neck Cotton T-Shirt for Men,BlackBuck,"{'ClothingAccessories': '#3,29,221', 'MensT_Shirts': '#26111'}",4.6,579.0
Anand Sarees Georgette with Blouse Piece Saree,Anand Sarees,"{'ClothingAccessories': '#6,29,554', 'WomensSarees': '#37198'}",3.0,299.0
Peluche Nobby Colored Necktie for Men | Genuine Branded Product,Peluche,"{'ClothingAccessories': '#6,660', 'MensNeckties': '#43'}",4.3,698.0
mayra Women's Regular fit Top,mayra,"{'ClothingAccessories': '#22,766', 'WomensTops': '#666'}",3.3,298.0
VARAYU Women's Purple Crepe Casual wear Ethnic Printed Dress Material(699DJ62),Unknown,"{'ClothingAccessories': '#4,32,785', 'WomensEthnicUnstitchedFabric': '#7668'}",3.9,459.0
Bonjour Girls Multicolour Knee High Cotton 4 Pair Socks_BRO578A-04-PO4,Bonjour,"{'ClothingAccessories': '#4,41,450', 'GirlsSocks': '#341'}",5.0,0.0
W for Woman Straight Kurta,Unknown,"{'ClothingAccessories': '#1,32,875', 'WomensKurtasKurtis': '#9961'}",4.0,749.0
"Raza Mens Leather Belt (Black, Tan)",RAZA,"{'ClothingAccessories': '#21,885', 'MensBelts': '#273'}",4.6,599.0
Stylum Casual Block Print Women's Kurti,Stylum,"{'ClothingAccessories': '#1,17,090', 'WomensKurtasKurtis': '#8912'}",3.2,598.0
DIGINEED INTERNATIONAL Choudhary Sahab Printed White T-Shirt,DIGINEED INTERNATIONAL,"{'ClothingAccessories': '#7,34,067', 'MensT_Shirts': '#59509'}",5.0,0.0
TILISM Girls Crop top lehanga Choli Dress Sequence Belt,TILISM,"{'ClothingAccessories': '#3,70,622', 'GirlsDressesJumpsuits': '#4914'}",5.0,1349.0
Trombae I Speak Python Half Sleeve Men's T-Shirt,Trombae,"{'ClothingAccessories': '#8,43,035', 'MensT_Shirts': '#68296'}",5.0,599.0
"BornBabyKids Women's Bodycare Sports Bra (White, 32) - Pack of 3",BornBabyKids,"{'ClothingAccessories': '#9,68,152', 'WomensSportsBras': '#2357'}",5.0,477.0
Rangriti Women's A-Line Kurta,Unknown,"{'ClothingAccessories': '#1,55,751', 'WomensKurtasKurtis': '#11585'}",4.1,559.0
Surkhab Impressions Women's Pure Cotton Printed Unstitched Salwar Suit Dress Material,Surkhab Impressions,"{'ClothingAccessories': '#5,33,488', 'WomensEthnicUnstitchedFabric': '#10260'}",3.2,1145.0
Spiff-Up Girls Poly Crepe Midi/Mini Dress,Spiff-Up,"{'ClothingAccessories': '#1,15,068', 'GirlsDressesJumpsuits': '#1564'}",4.5,699.0
global desi Women's Rayon Straight Kurta,Unknown,"{'ClothingAccessories': '#1,62,499', 'WomensKurtasKurtis': '#12063'}",1.0,554.0
PROTEENS Boy's Shorts,PROTEENS,"{'ClothingAccessories': '#42,347', 'BoysShorts': '#165'}",5.0,205.0
Peter England Men's Printed Slim fit Casual Shirt,Unknown,"{'ClothingAccessories': '#7,70,319', 'MensCasualShirts': '#42137'}",4.0,699.0
Pepe Jeans Boys' Striped Regular Fit T-Shirt,Unknown,"{'ClothingAccessories': '#15,583', 'BoysT_Shirts': '#200'}",4.3,519.0
"Pooplu Mens Mahakal Cotton Printed V Neck Full Sleeves Multicolour Tshirt. Mahakal, God, Mahadev, Shiva, Shiv, Trishul, Tshirts and Tees",Pooplu,"{'ClothingAccessories': '#2,28,271', 'MensT_Shirts': '#17652'}",5.0,399.0
Himalaya Cap & Shawl Premium Quality Handloom Knitted Malana Kullu Cap,Himalaya Cap & Shawl,"{'ClothingAccessories': '#5,32,006', 'MensCapsHats': '#4645'}",3.0,247.0
Hanes Men's Cotton Brief (Pack of 2 )(Colors & Print May Vary),Unknown,"{'ClothingAccessories': '#15,941', 'MensUnderwearBriefs': '#213'}",3.6,224.0
CANYONS Drifit Men's V-Neck Sports T-Shirt,CANYONS,"{'ClothingAccessories': '#1,98,919', 'MensT_Shirts': '#15223'}",3.7,549.0
Soch Women Kurta,Soch,"{'ClothingAccessories': '#1,57,362', 'WomensKurtasKurtis': '#11659'}",4.0,364.0
ARYAN ENTERPRISE Woman's Green Digital Printed Kaftan,ARYAN ENTERPRISE,"{'ClothingAccessories': '#4,83,720', 'WomensTops': '#16385'}",5.0,499.0
"Frenchtrendz Womens's Cotton Spandex Legging Churidar Pull On (Baby Pink, XS-4XL)",Frenchtrendz,"{'ClothingAccessories': '#3,60,439', 'WomensChuridarSalwarBottoms': '#4851', 'BoysEthnicWear': '#1045'}",4.3,298.0
John Players Men's Printed Slim Fit Cotton Casual Shirt,Unknown,"{'ClothingAccessories': '#2,77,314', 'MensCasualShirts': '#13719'}",3.2,879.0
INDIBELLE Black Rayon Asymmetrical Western Dress(IBDR228BK_S-$P),Unknown,"{'ClothingAccessories': '#1,11,737', 'WomensDresses': '#2508'}",4.3,769.52
Pepe Jeans Men's Sweatshirt,Unknown,"{'ClothingAccessories': '#42,877', 'MensSweatshirtsHoodies': '#690'}",3.8,1199.0
Peter England Men's Slim fit Formal Shirt,Unknown,"{'ClothingAccessories': '#1,06,236', 'MensFormalShirts': '#2809'}",3.7,784.0
"ANNAPURNA SALES Baby Boy's and Baby Girl's Soft Pure Cotton Booties Mittens (Yellow, Pink and Blue, 0-6 Months) - Pack of 8",ANNAPURNA SALES,"{'BabyProducts': 'Amazon Bestsellers Rank #40,885'}",4.0,478.0
Ishin Women's Synthetic Dress Material,ishin,"{'ClothingAccessories': '#64,574', 'WomensEthnicUnstitchedFabric': '#829'}",3.3,431.0
Harpa Women's Body Blouse Top,Harpa,"{'ClothingAccessories': '#1,86,587', 'WomensBlousesShirts': '#2659'}",3.5,302.0
Katso Men's Cotton Roundneck Stripes T-Shirt,Katso,"{'ClothingAccessories': '#4,13,321', 'MensT_Shirts': '#33411'}",5.0,449.0
Lara Fashion Hub Rayon Kurta (Vf-Ku-128 S_Multicolour_Small),Lara fashion hub,"{'ClothingAccessories': '#5,37,452', 'WomensKurtasKurtis': '#36130'}",1.0,775.0
Je T'Aime Mumum's Casual Cold Shoulder Knee Length Black and RED Dress for 1-15 Year Girl,Generic,"{'ClothingAccessories': '#82,908', 'GirlsDressesJumpsuits': '#1127'}",4.3,855.0
Si rosa by Hopscotch Girls Poly Viscose Charming Embroidered Full Length Party Dress in Pink Color for Ages 5-6 Years,Si rosa,"{'ClothingAccessories': '#3,09,274', 'GirlsDressesJumpsuits': '#4041'}",4.3,1039.0
Peter England Men's Regular fit Formal Shirt,Unknown,"{'ClothingAccessories': '#94,088', 'MensFormalShirts': '#2486'}",4.0,637.0
Scott International Men's Jersey Round Neck Sports Dryfit T-Shirt - Grey,Unknown,"{'ClothingAccessories': '#2,70,747', 'MensT_Shirts': '#21303', 'Fashion': '#3048'}",3.2,349.0
Max Men's Printed Slim Fit T-Shirt,Max,"{'ClothingAccessories': '#42,418', 'MensT_Shirts': '#2843'}",5.0,499.0
W for Women's Straight Kurta,Unknown,"{'ClothingAccessories': '#1,08,682', 'WomensKurtasKurtis': '#8289'}",3.6,854.0
TRUNDZ Cotton Silk Saree With Blouse Piece(SAMUDRIKA14_Multi_Free Size),TRUNDZ,"{'ClothingAccessories': '#3,37,864', 'WomensSarees': '#18721'}",3.3,599.0
fanideaz Rich Cotton Sweatshirt Classic Black Henley Button Hoodies for Men,fanideaz,"{'ClothingAccessories': '#2,51,939', 'MensSweatshirtsHoodies': '#3934'}",4.0,799.0
FLEXIMAA Women's Cotton Plain Full Sleeve Hoodies Black Color,FLEXIMAA,"{'ClothingAccessories': '#31,153', 'WomensSweatshirtsHoodies': '#257'}",3.7,584.0
Duke Boys Sweatshirt,Duke,"{'ClothingAccessories': '#11,74,923', 'BoysSweatshirtsHoodies': '#3620'}",4.0,549.0
Alena Cotton Women's casual wear kurta in Mustard color,ALENA,"{'ClothingAccessories': '#8,75,940', 'WomensKurtasKurtis': '#57217'}",5.0,770.0
Zoiro Men's Cotton Brief,Zoiro,"{'ClothingAccessories': '#4,11,864', 'MensUnderwearBriefs': '#2962'}",3.4,430.0
"Hardihood wollen winter wear designer kurtis kurtas for women sizes-L,X,XXL",HARDIHOOD,"{'ClothingAccessories': '#5,91,617', 'WomensKurtasKurtis': '#39352'}",5.0,999.0
Prakasam Cotton Mens KFC Plain Flexi Size Welcro pocket Dhoti (KFC-PLN-ASH),PRAKASAM COTTON,"{'ClothingAccessories': '#2,52,766', 'MensDhoties': '#547'}",4.0,445.0
